number,value,datetime_start,datetime_complete,duration,params_dimensions,params_epochs,params_lr,params_num_neg,params_num_walks,params_p,params_q,params_walk_length,params_window,user_attrs_hit@10,user_attrs_hit@20,user_attrs_hit@5,state
0,0.0902856384196659,2026-02-26 11:41:51.864603,2026-02-26 11:43:13.881826,0 days 00:01:22.017223,128,3,0.0010494648780282167,7,15,2.679281942530053,0.7683868865215424,15,14,0.30156918687589157,0.4358535425582501,0.16386115073704233,COMPLETE
